Price,Condo_Fee,Neighbourhood,Size_m2,Rooms,Bathrooms,Garage_Spots,Published,Description
R$ 1.520.000,R$ 1.100 Condominio,"Guará II, Brasília",113 m² tot.,4 quartos,3 ban.,2 vaga,Publicado há 5 dias,"Apartamento com 113m2 composto de: 03 quartos, sendo 01 suíte + 01 reversível, com armários planejados, piso em porcelanato. Sala ampla 02 ambientes, cozinha, área de serviço e wc de serviço. Varanda fechada com cortina de vidro. 02 vagas soltas e espaçosas no subsolo. Condomínio completo com área de lazer, quadras, piscinas, salões de festa, playground, brinquedoteca, dentre outras opções. Atividades esportivas inclusas no condomínio para adultos e crianças. Segurança 24h. Oportunidade. Entre em contato: Raphaella Macedo. 61 9 Ver dados"
R$ 550.000,R$ 510 Condominio,"Asa Norte, Brasília",44 m² tot.,2 quartos,1 banheiro,,Publicado há 2 dias,"Apartamento com reforma de revista! Totalmente revestido em porcelanato de 1ª linha, 60x60, elétrica e hidráulica trocadas 100%. Iluminação lateral. 2 quartos com armários, um deles com ar condicionado. Cozinha integrada com sala e armários. Banheiro com blindex. 3º andar vazado. Prédio com bicicletário e salão de festa. Escada com cobogo. Zelador diurno e porteiro noturno todos os dias. Prédio próximo ao comércio, unb, Mercado, Parque Olhos D'água. Direto com proprietária. Documentação 100% em dia para financiar. Iptu 2024 quitado"
R$ 430.000,R$ 410 Condominio,"Guará II, Brasília",36 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 24 dias,
R$ 1.100.000,R$ 1.000 Condominio,"Asa Norte, Brasília",92 m² tot.,2 quartos,2 ban.,1 vaga,Publicado há 3 dias,
R$ 330.000,R$ 450 Condominio,"Asa Norte, Brasília",33 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 10 dias,
R$ 690.000,R$ 550 Condominio,"Asa Sul, Brasília",64 m² tot.,2 quartos,1 banheiro,"Sqs 415 - Asa Sul. Seja bem-vindo ao conforto e praticidade que este apartamento proporciona! Localizado na sqs 415, este imóvel é uma excelente escolha para quem busca qualidade de vida e comodidade. São 64m² distribuídos em: - Sala ampla; - Cozinha; - 2 Quartos com armários; - 1 Banheiro social. Aceita financiamento E fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 11 dias,
R$ 490.000,R$ 450 Condominio,"Asa Norte, Brasília",58 m² tot.,2 quartos,1 banheiro,"Shcgn 709 - Asa Norte. Com uma localização conveniente e comodidades essenciais, este apartamento oferece conforto e praticidade para sua vida diária. São 45m² distribuídos em: - Sala ampla; - Cozinha com armários; - 2 Quartos; - 1 Banheiro social; - Área de serviço. Aceita financiamento E fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 3 dias,
R$ 3.500.000,R$ 1.296 Condominio,"Asa Norte, Brasília",280 m² tot.,5 quartos,4 ban.,1 vaga,Publicado há 3 dias,
R$ 1.590.000,R$ 900 Condominio,"Asa Sul, Brasília",131 m² tot.,3 quartos,2 ban.,"Encantador apartamento na sqs 105, com ótima estrutura, oferecendo 131 m² de conforto e elegância. O piso em taco sinteco dá um toque especial ao ambiente, que possui três quartos amplos, incluindo uma suíte com armários. O banheiro social espaçoso. A cozinha foi ampliada e tem uma área de serviço e um quarto para empregada completo. A sala, é bem iluminada e ventilada, ideal para relaxar. Além disso, o apartamento tem uma vista incrível. É importante mencionar que as vagas de garagem não são registradas e o acesso é feito apenas pela prumada central. A localização é excelente, com comércio diversificado na região. Agende uma visita e conheça esse imóvel encantador pessoalmente! Atenção** Informamos que não recebemos ou autorizamos que nenhum corretor parceiro receba sinal ou pagamento de compra de imóveis. Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda Assinado e reconhecido em cartório. * A área do imóvel é uma estimativa e deverá ser confirmada junto a Certidão de Ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. - 19/02/2024. Bruno Arthur: (61) Ver dados",Publicado desde ontem,
R$ 450.000,R$ 200 Condominio,"Asa Norte, Brasília",51 m² tot.,2 quartos,1 banheiro,"Scrn 714/715 - Asa Norte. Este apartamento com uma reforma recente e uma série de comodidades oferece conforto e praticidade para toda a família. São 51m² distribuídos em: - Sala ampla e arejada; - Cozinha equipada com armários planejados e fogão embutido; - 2 Quartos com armários planejados; - 1 Banheiro com armários planejados e box em vidro temperado. O imóvel conta com ar-condicionado, reforma recente e acabamentos de qualidade, incluindo piso em porcelanato e fiação elétrica nova. Possui localização privilegiada, próximo à Igreja São Francisco, padarias, Shopping Boulevard, Atacadão e Assaí, oferecendo diversas opções de comércios e serviços, além de fácil acesso a transporte público e vias principais da região. Aceita financiamento E fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 11 dias,
R$ 550.000,R$ 420 Condominio,"Asa Sul, Brasília",67 m² tot.,2 quartos,1 banheiro,"Sqs 410 - Asa Sul. Este é o momento ideal para adquirir um apartamento de qualidade, pronto para morar e com detalhes que fazem a diferença. São 67m² distribuídos em: - Sala ampla com dois ambientes e ar-condicionado, proporcionando versatilidade na decoração; - Cozinha com armários, facilitando a organização e o armazenamento; - 2 Quartos com armários e ar-condicionado; - 1 Banheiro grande com armário e box em blindex; - Quarto privado e grande no subsolo, podendo ser utilizado como depósito ou escritório, oferecendo ainda mais espaço e possibilidades. Aceita financiamento E fgts. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 9 dias,
R$ 720.000,R$ 700 Condominio,"Guará II, Brasília",83 m² tot.,3 quartos,2 ban.,2 vaga,Publicado há 10 dias,"O Dolce Vitta está próximo de três grandes vias do. df: eptg, epnb, e epia. Além de estar a poucos. minutos do Aeroporto Internacional, Nova Rodo- viária, shoppings, supermercados e apenas a 700. metros da Estação de Metrô do Guará. Endereço: Área Especial 2 Lotes A/B. Brasília - df. cep: Ver dados. Guará 2. Área de 82 m² 3 quartos. 2 banheiros. 7 andar. obs: Apartamento sem móveis planejado. Lazer: •Piscina Adulto infantil /• Espaço Fitness /• Quadra Poliesportiva /• Radical Skate /• Churrasqueira com forno de pizza /• Salão de Festas /• Salão de Jogos /• Lan House /• Salão de festa Infantil /• Sala de estudos. Para sua segurança: Guarita / Condomínio fechado /• Condomínio fechado /• Circuito interno de tv 24 horas. Contato: Felipe Frota. 61 9 Ver dados. #guará2 #dolcevitta #imovel #venda #3quartos # #2banheiros"
R$ 1.692.000,,"Águas Claras, Brasília",158 m² tot.,4 quartos,5 ban.,3 vaga,Publicado há 3 dias,"Apartamento de 4 quartos no Península Lazer, de canto, 158m²** Localização: Península Lazer em Água Claras. **Características do Imóvel: ** - 158 m² - 4 quartos. - Sala de estar/jantar com varanda. - Lavabo. - Circulação. - 01 suíte master (quarto com banheiro exclusivo e closet) - 01 suíte (quarto com banheiro exclusivo) - 02 quartos. - Banheiro social. - Cozinha. - Área de serviço. - Depósito e banheiro de serviço. - 3 vagas de garagem no subsolo 2. **Áreas Internas: ** 1. Salão de festas. 2. Home offices. 3. Salas de estudos. 4. Salão de festas. 5. Brinquedoteca. 6. Baby care. 7. Salão de jogos. 8. Fitness. 9. Vestiários. 10. Salão de festas. 11. Espaço gourmet. **Clube: ** 12. Pet care. 13. Salão de festas. 14. Ateliê 15. Hall de circulação. 16. Espaço cinema. 17. Garage band. 18. Espaço mulher. 19. Spa massagem. 20. Spa/Repouso/Sauna. 21. Vestiários. **Áreas Externas: ** 22. Piscinas adultas. 23. Piscinas infantis. 24. Quadras de tênis. 25. Quadras poliesportivas. 26. Play kids. 27. Play teen. 28. Play escalada. 29. Churrasqueiras. 30. Equipamentos de ginástica. 31. Redários. 32. Minigolfe. 33. Espelhos-d’água. 34. Boulevard. 35. Portaria. 36. Lojas. 37. Praças da babá 38. Play Tarzan. 39. Xadrez gigante. 40. Rampa de skate. 41. Escalada infantil. 42. Play pirata. 43. Minicidade. 44. Pet place. 45. Play baby. 46. Pergolado. 47. Praça de leitura. 48. Play aventura. 49. Play júnior. 50. Praças de convivência. 51. Estacionamento visitantes. 52. Praça das Garças. 53. Praça dos Aromas. **Entre em contato para mais informações e agendamento de visita! ** Leonardo Freire - Corretor de Imóveis. WhatsApp: Ver dados. creci: Ver dados"
R$ 930.000,R$ 1.300 Condominio,"Brasília, Distrito Federal",62 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 26 dias,
R$ 880.000,R$ 906 Condominio,"Octogonal, Brasília",66 m² tot.,3 quartos,2 ban.,1 vaga,Publicado há 24 dias,
R$ 750.000,,"Brasília, Distrito Federal",48 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 28 dias,
R$ 275.000,R$ 322 Condominio,"Setor Habitacional Jardins Mangueiral, Brasília",52 m² tot.,2 quartos,1 banheiro,2 vaga,Publicado há 11 dias,
R$ 700.000,R$ 950 Condominio,"Brasília, Distrito Federal",60 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 13 dias,"Apartamento no melhor condomínio beira lago de Brasília. Localizado há 7 minutos do centro de Brasília, o condomínio Lake View Resort conta com área de lazer completa, que inclui piscinas, sauna, espaço gourmet e acadmia. O apartamento fica no 2o andar, tem 42m2 mais um mezanino de 18m2 composto por armários, cama tamanho Queen e mesas laterais (colchão não incluso). A venda inclui: ️fogão eletrolux de indução; ️forno elétrico fisher 50 litros; ️refrigerdor panasonic de 425 litros, porta de vidro; ️coifa pendente elettromec; ️dois aparelhos de ar condicionado; ️Armários embutidos (na cozinha com porta de vidro, guarda-roupas, gaveteiro amplo, e armários no mezanino). ️2 banquetas fullway que compõem bancada de madeira de demolição; ️Toldo na área externa; ️ rack feito sob medida com design moderno; ️ instalações para máquina de lavar roupas; ️ banheiro 100% reformado (pisos, bancada e louças novos). Uma verdadeira oportunidade para morar ou investir. O imóvel aceita financiamento residencial e fgts."
R$ 265.000,R$ 399 Condominio,"Asa Norte, Brasília",28 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 27 dias,
R$ 455.000,,"Noroeste, Brasília",33 m² tot.,1 quartos,1 banheiro,2 vaga,Publicado há 18 dias,
R$ 1.350.000,R$ 950 Condominio,"Sudoeste, Brasília",100 m² tot.,3 quartos,3 ban.,,Publicado há 15 dias,"Oportunidade única para quem busca conforto e sofisticação no sudoeste. Situado na equipada quadra sqsw 104, Bloco A, no bairro do Sudoeste, este apartamento de 90m2 possui projeto de arquitetura exclusivo de alto padrão e uma reforma total impecável, raridade na região. Destacado por seu projeto de arquitetura e execução em alto padrão, foi publicado em duas revistas de circulação nacional, evidenciando seu design (Casa Claudia e Casa Abril). A sala com varanda integrada oferece um ambiente perfeito para relaxar e receber amigos, enquanto os quartos são verdadeiros refúgios pessoais, com guarda-roupas generosos, ar-condicionados, bancada de escritório e armários planejados. . br/casa-claudia/reforma-apartamento-brasilia/. br/casas-apartamentos/casa-89m-cantinho-bar-estar-integrado-estante-com-nichos/mobile. Detalhes do Imóvel: • Super Reforma: foi totalmente reformado há 2 anos, com projeto de arquitetura de alto padrão, possui móveis planejados e ar-condicionado em todos os ambientes; • Configuração: 3 quartos, incluindo 1 suíte master com 2 grandes guarda-roupas, garantindo privacidade e espaço para o casal. • Banheiros: Total de 3 banheiros, todos reformados e com acabamentos de primeira linha. • Condomínio: consumo de água individualizado e condomínio de R$ 950, 00 (incluindo o gás), com uma taxa extra atual de R$ 300, 00. Ainda há água quente (boiler externo) na cozinha e banheiros. • Comodidades: Ar-condicionado em todos os ambientes, projeto de iluminação em led com automação via Alexa, cozinha planejada com cooktop, forno a gás e microondas embutidos, lavanderia espaçosa e funcional. • Internet rápida em todos os ambientes: jamais fique com a internet lenta, utilize o cabeamento de rede em todos os ambientes (com central na sala). • Diferenciais: Móveis embutidos de alta qualidade em todos os cômodos, incluindo um roupeiro completo embutido. Localização Privilegiada: Viver na sqsw 104 significa ter ao seu alcance o melhor do Sudoeste: desde o Supermercado Dona de Casa, Laboratório Sabin, Multicoisas, Lojas Americanas até o McDonald's, sem mencionar a proximidade com farmácias, supermercados e uma variedade de serviços na comercial que fica a 50m. É o cenário ideal para famílias que valorizam conveniência e qualidade de vida. Condições de Venda: • Venda direta pelo proprietário. • Não aceitamos permuta; • Não precisamos de corretores nesse momento. Quem sabe lá na frente. • Visitas serão agendadas para a semana seguinte ao Carnaval, entre em contato pelo whatsapp e deixe sua visita agendada. • Aceitamos financiamento bancário. Se você procura um lar que combine luxo, conforto e uma localização inigualável em Brasília, seu lugar é aqui. Entre em contato para mais informações e agende sua visita. Descubra o que significa viver em um espaço onde cada detalhe foi pensado para o seu bem-estar"
